gene	gene_name
ENSG00000234432.4	AC092171.3
ENSG00000273033.2	LINC02035
ENSG00000273196.1	AC062037.2
ENSG00000272954.1	AP000553.2
ENSG00000273175.1	BX323046.1
ENSG00000273002.1	AL355388.2
ENSG00000273107.1	AL512598.1
ENSG00000273059.1	AC239803.2
ENSG00000273082.1	Z73429.1
ENSG00000272715.1	AL157904.1
ENSG00000273142.1	LINC02604
ENSG00000273355.1	AP000894.4
ENSG00000273489.1	AC008264.2
ENSG00000272995.1	AC097505.1
ENSG00000272902.2	TBC1D8-AS1
ENSG00000273238.2	TMEM271
ENSG00000273068.1	Z99755.2
ENSG00000273353.1	AL008718.3
ENSG00000272567.1	AC109347.2
ENSG00000273264.1	AL360219.1
ENSG00000273367.1	AL355472.3
ENSG00000272727.2	LINC02266
ENSG00000273100.1	AL596442.2
ENSG00000273192.1	AL671710.1
ENSG00000273402.1	AC004908.3
ENSG00000273305.1	AC009237.15
ENSG00000272793.1	CR759954.1
ENSG00000273369.1	AC096586.2
ENSG00000273080.1	AC009309.1
ENSG00000272817.1	AL359198.1
ENSG00000272936.1	AC096586.1
ENSG00000272854.1	AC004839.1
ENSG00000272576.1	AC027271.1
ENSG00000272906.1	AL353708.3
ENSG00000273091.1	AP000255.1
ENSG00000272829.1	AC002470.1
ENSG00000272892.1	AL133551.1
ENSG00000272900.1	OR10Q2P
ENSG00000276821.1	OR2T2
ENSG00000273738.4	FCAR
ENSG00000278308.2	NPIPA3
ENSG00000278177.1	AL354811.1
ENSG00000278802.1	RF01969
ENSG00000274178.2	PRAMEF28P
ENSG00000275368.2	TCTE3
ENSG00000273516.1	RF00003
ENSG00000275835.5	TUBGCP5
ENSG00000278707.4	KIR3DL2
ENSG00000273938.1	RF00026
ENSG00000276522.1	RN7SL462P
ENSG00000278046.4	LILRA3
ENSG00000276770.1	MIR6780B
ENSG00000277271.4	GU182352.5
ENSG00000274305.4	LENG8
ENSG00000276240.2	OR4E1
ENSG00000278194.2	SPPL2C
ENSG00000274540.2	PRR23D1
ENSG00000274523.5	RCC1L
ENSG00000277661.4	AL662791.2
ENSG00000277833.4	KIR2DL1
ENSG00000278458.4	KANSL1
ENSG00000276334.1	AL133243.2
ENSG00000275984.1	AC011515.1
ENSG00000275294.4	LINC02340
ENSG00000278104.1	RF02218
ENSG00000275136.4	FCAR
ENSG00000276114.2	CCL23
ENSG00000277175.5	KIR3DL1
ENSG00000277060.4	NLRP2
ENSG00000274575.2	IGLV1-40
ENSG00000274226.5	TBC1D3H
ENSG00000276645.1	RF00017
ENSG00000276061.4	NDUFA3
ENSG00000273755.4	LILRP2
ENSG00000275326.4	NOSTRIN
ENSG00000275304.1	RF00026
ENSG00000274513.4	LILRB2
ENSG00000273622.1	CDC42EP5
ENSG00000276808.1	AC245128.10
ENSG00000276507.1	AC068944.2
ENSG00000274024.1	AL590282.1
ENSG00000273722.4	TMC4
ENSG00000275320.1	Z95327.2
ENSG00000276845.1	CR769775.1
ENSG00000274354.1	AC105105.3
ENSG00000273660.1	RF00017
ENSG00000275865.2	SPACA7
ENSG00000275269.4	FCAR
ENSG00000275613.2	AC243830.1
ENSG00000274726.4	ARHGEF10
ENSG00000276203.5	ANKRD20A3
ENSG00000275724.1	AC012314.12
ENSG00000274830.5	KIR2DL3
ENSG00000274895.1	AC011700.1
ENSG00000273992.4	NLRP2
ENSG00000278114.4	MUC20
ENSG00000275191.1	AC007497.1
ENSG00000274571.4	NLRP7
ENSG00000278614.1	KIR2DP1
ENSG00000274434.1	AC142525.1
ENSG00000273893.1	AL133520.1
ENSG00000284535.1	MIR6748
ENSG00000277791.5	PSMB3
ENSG00000273502.4	KIR3DL3
ENSG00000281963.1	TRBV25-1
ENSG00000278644.2	PCGF2
ENSG00000277885.1	KIR2DS2
ENSG00000276087.2	AC008073.3
ENSG00000278535.5	DHRS11
ENSG00000277316.2	TAS2R8
ENSG00000277932.2	OR52E5
ENSG00000276272.1	AC024884.2
ENSG00000278026.1	RF01954
ENSG00000275254.1	RF02121
ENSG00000276384.1	AC016876.3
ENSG00000277739.1	RF00002
ENSG00000277113.2	OR2T3
ENSG00000278642.1	AC015813.4
ENSG00000277466.1	AP006248.1
ENSG00000274628.5	AL669942.1
ENSG00000276568.1	RF00017
ENSG00000284489.1	MIR6751
ENSG00000275664.1	RF01518
ENSG00000276698.1	AL136295.6
ENSG00000276146.4	LILRB2
ENSG00000274675.4	GTF2H2C_2
ENSG00000274945.4	KIR2DL4
ENSG00000275152.5	CCL16
ENSG00000278291.1	AL161772.1
ENSG00000277203.1	F8A1
ENSG00000278259.4	MYO19
ENSG00000276583.4	MUC20
ENSG00000278823.4	BMERB1
ENSG00000278049.1	RF02218
ENSG00000274002.1	AL135999.3
ENSG00000278827.1	CU207370.1
ENSG00000277729.1	GU182352.6
ENSG00000274401.1	RF02220
ENSG00000276004.4	KIR3DL2
ENSG00000274047.4	SYNRG
ENSG00000278079.6	KIR3DL1
ENSG00000276706.1	RF01992
ENSG00000276709.4	PDXDC1
ENSG00000277490.1	BX664608.1
ENSG00000147873.5	IFNA5
ENSG00000283880.1	MIR7704
ENSG00000277036.1	AC139494.6
ENSG00000276130.4	SLC22A18
ENSG00000274351.1	AL137000.1
ENSG00000276163.4	LAIR1
ENSG00000276452.4	LILRB1
ENSG00000274647.1	RF02110
ENSG00000273780.2	ARHGAP23
ENSG00000274488.4	LY6H
ENSG00000274533.1	KIR2DS4
ENSG00000276126.3	GAL3ST2
ENSG00000276070.5	CCL4L2
ENSG00000276393.1	AC105429.2
ENSG00000277414.4	LILRB5
ENSG00000274238.1	AC097478.1
ENSG00000275396.4	PMCHL2
ENSG00000275330.4	VSTM1
ENSG00000276982.4	OSCAR
ENSG00000274808.5	TBC1D3B
ENSG00000274311.4	LILRB5
ENSG00000276618.4	RAD17
ENSG00000275480.1	AC131055.2
ENSG00000276882.4	KIR3DL2
ENSG00000278613.4	NAIP
ENSG00000274283.5	GU182352.1
ENSG00000275633.4	GP6
ENSG00000273696.4	CT45A7
ENSG00000277975.1	CSTP2
ENSG00000277149.5	TYW1B
ENSG00000278763.1	FAM27B
ENSG00000277409.1	MAMDC2-AS1
ENSG00000275134.1	RF02146
ENSG00000278287.1	RF02109
ENSG00000273575.4	KIR2DL4
ENSG00000278520.1	MIR7851
ENSG00000275824.4	CCL4
ENSG00000276367.1	RF00096
ENSG00000278702.1	RF00017
ENSG00000273656.4	AC139494.1
ENSG00000273535.4	NCR1
ENSG00000276974.1	AC245128.11
ENSG00000276310.1	KIR2DL1
ENSG00000274953.4	VSTM1
ENSG00000275409.1	AC026367.2
ENSG00000274427.1	AC145423.2
ENSG00000274621.1	MIR6867
ENSG00000277134.5	LILRB1
ENSG00000278270.4	RPS9
ENSG00000275049.1	AC011295.2
ENSG00000277041.1	AC106788.1
ENSG00000276469.1	GPR179
ENSG00000276664.1	RF01882
ENSG00000275565.4	ALOX5
ENSG00000277182.1	AC006449.5
ENSG00000275310.1	AC006158.1
ENSG00000278430.4	KIR2DL4
ENSG00000275895.7	U2AF1L5
ENSG00000276763.1	AC069499.2
ENSG00000275015.1	AL353149.1
ENSG00000276192.2	IGHE
ENSG00000278771.1	RN7SL3
ENSG00000274587.5	LILRB3
ENSG00000275287.5	RF00017
ENSG00000278360.1	AC245128.15
ENSG00000278154.4	LAIR1
ENSG00000277868.4	CCDC125
ENSG00000274365.1	AC013412.1
ENSG00000274657.2	FAM230I
ENSG00000275345.1	AC091167.5
ENSG00000275371.1	AC012645.4
ENSG00000273528.4	LILRP2
ENSG00000278208.1	AC007368.4
ENSG00000275752.1	RF00026
ENSG00000275703.1	U47924.3
ENSG00000274177.1	AC004528.2
ENSG00000275205.1	RF00003
ENSG00000278376.1	AP004609.3
ENSG00000276478.1	AL772337.4
ENSG00000275962.4	VSTM1
ENSG00000276906.2	CU467612.1
ENSG00000276595.4	PTCHD3
ENSG00000273612.1	RF02108
ENSG00000277445.4	CPEB1
ENSG00000277286.1	KIR2DP1
ENSG00000273605.1	AC209234.1
ENSG00000275938.1	KIR2DS4
ENSG00000274517.1	AC098784.1
ENSG00000278485.1	AL590491.3
ENSG00000274805.1	MIR6768
ENSG00000274345.1	AC010492.1
ENSG00000276580.1	MIR8055
ENSG00000274310.1	AC091076.1
ENSG00000276211.4	GP6
ENSG00000277258.5	PCGF2
ENSG00000275314.1	AC006924.1
ENSG00000275688.4	CCL15-CCL14
ENSG00000276194.4	HNF1B
ENSG00000276776.4	TC2N
ENSG00000278786.4	KIR3DP1
ENSG00000277128.2	AL589743.4
ENSG00000274646.4	RPS9
ENSG00000274384.4	TMC4
ENSG00000275118.4	MBOAT7
ENSG00000274993.1	AC254629.1
ENSG00000276920.4	NKD2
ENSG00000274422.1	AC245060.5
ENSG00000277210.3	AC090164.3
ENSG00000276458.4	LENG8
ENSG00000277598.1	BX088702.1
ENSG00000276497.3	APBA1
ENSG00000276858.4	FCAR
ENSG00000277777.1	RF00019
ENSG00000276907.4	ARHGAP27
ENSG00000276159.4	VSTM1
ENSG00000273616.4	NDUFA6-DT
ENSG00000275700.5	AATF
ENSG00000286265.1	AC007244.1
ENSG00000276504.4	TFPT
ENSG00000276291.5	FRG1HP
ENSG00000274887.4	VSTM1
ENSG00000277783.1	AL078601.4
ENSG00000273931.1	KIR2DS4
ENSG00000277373.1	AL132765.2
ENSG00000278133.1	AC135050.6
ENSG00000275349.4	SMN1
ENSG00000276088.1	RN7SL620P
ENSG00000275502.1	RF02091
ENSG00000276082.4	CNOT3
ENSG00000274169.1	RN7SL301P
ENSG00000276234.5	TADA2A
ENSG00000277940.1	AC245128.14
ENSG00000274308.1	AC244093.1
ENSG00000276952.1	AL121772.3
ENSG00000275504.1	RF00066
ENSG00000275122.4	THEMIS
ENSG00000277089.4	AC243829.4
ENSG00000278722.1	AL445288.1
ENSG00000274950.4	RPS9
ENSG00000277586.2	NEFL
ENSG00000278165.3	DUSP8
ENSG00000276066.4	VSTM1
ENSG00000274708.1	RF00026
ENSG00000274786.1	KIR3DL3
ENSG00000276935.4	MBOAT7
ENSG00000277399.4	GPR179
ENSG00000277267.4	LILRP2
ENSG00000276806.1	KIR3DL3
ENSG00000278855.2	KCNQ1DN
ENSG00000276319.1	MIR8079
ENSG00000275881.1	RF00017
ENSG00000274941.4	CNOT3
ENSG00000277365.3	NDUFA6
ENSG00000274209.4	ANTXRL
ENSG00000274579.1	AL096861.1
ENSG00000277154.4	AC012314.19
ENSG00000276925.1	AC099778.2
ENSG00000277013.1	AC008556.1
ENSG00000275460.1	RF00017
ENSG00000284594.1	MIR7847
ENSG00000278195.2	SSTR3
ENSG00000278726.4	KIR3DL2
ENSG00000277088.4	OSCAR
ENSG00000273680.1	AC009318.2
ENSG00000277901.1	AL390037.1
ENSG00000278414.5	GU182357.4
ENSG00000273592.4	MBOAT7
ENSG00000286261.1	AC022137.3
ENSG00000276457.1	FKBP4P8
ENSG00000275462.4	LILRP2
ENSG00000275338.4	RAB11FIP3
ENSG00000278057.4	TEX28
ENSG00000277544.1	AC104073.3
ENSG00000276897.1	AC231532.2
ENSG00000277895.1	AC135279.3
ENSG00000278851.1	MIR6879
ENSG00000278081.3	RPS9
ENSG00000274813.1	AC126915.2
ENSG00000275733.1	AC092266.1
ENSG00000274602.5	PI4KAP1
ENSG00000276306.1	AC245128.8
ENSG00000273822.5	MUC4
ENSG00000276823.1	RF00017
ENSG00000274842.4	LILRP2
ENSG00000278072.1	RF01879
ENSG00000274760.1	RF02216
ENSG00000274076.1	RN7SL539P
ENSG00000277918.1	RF00003
ENSG00000276536.4	HRAS
ENSG00000273619.1	AL121832.2
ENSG00000277776.4	NLRP7
ENSG00000273634.1	AC079395.2
ENSG00000274703.4	OSCAR
ENSG00000276552.1	RF00026
ENSG00000276077.4	CU633904.1
ENSG00000275417.1	AC068726.1
ENSG00000274680.1	MYO5BP1
ENSG00000276678.1	RF02126
ENSG00000276959.1	LENG1
ENSG00000276048.1	RF02250
ENSG00000276482.3	SLC12A7
ENSG00000277749.1	AC023300.2
ENSG00000276016.4	ABR
ENSG00000278221.1	MIR6511A2
ENSG00000275970.4	FCAR
ENSG00000273838.2	AL096677.2
ENSG00000278741.4	ABR
ENSG00000274232.4	KIR2DL4
ENSG00000277252.1	AL589743.6
ENSG00000274333.4	CU633967.1
ENSG00000278616.1	BEND3P3
ENSG00000278787.4	UBR7
ENSG00000278505.4	C17orf78
ENSG00000274758.1	AC006435.3
ENSG00000278216.3	UGT2A3
ENSG00000276110.1	AC242988.1
ENSG00000273922.4	LILRP2
ENSG00000275921.5	CU633846.1
ENSG00000277746.1	AC108706.1
ENSG00000277423.1	AC069234.5
ENSG00000273758.1	MIR6790
ENSG00000278641.1	DUX4L15
ENSG00000277980.1	RF00019
ENSG00000274202.1	RF00004
ENSG00000274671.4	MARVELD2
ENSG00000277241.1	AC026355.3
ENSG00000275110.1	AL928646.1
ENSG00000274809.1	MIR6078
ENSG00000275045.4	GTF2H2
ENSG00000277283.1	AC004812.2
ENSG00000276527.1	AL356515.1
ENSG00000278247.2	GOLGA6L1
ENSG00000276145.1	TARM1
ENSG00000274771.1	RF00026
ENSG00000274138.1	HMGN1P12
ENSG00000276717.1	AL136097.3
ENSG00000275156.4	NCR1
ENSG00000275723.4	NAPEPLD
ENSG00000278685.4	IQCA1L
ENSG00000278338.4	VWA8-AS1
ENSG00000138684.9	IL21
ENSG00000278362.4	NCR1
ENSG00000278087.4	NOMO3
ENSG00000273831.2	LRRC56
ENSG00000274110.4	LAIR1
ENSG00000278180.1	AL451054.3
ENSG00000277734.8	TRAC
ENSG00000276150.1	RF02199
ENSG00000277442.4	NCR1
ENSG00000276003.1	RF02115
ENSG00000277334.4	NCR1
ENSG00000276422.2	AL590491.2
ENSG00000273928.1	RF00001
ENSG00000277618.1	AL627230.2
ENSG00000276887.4	TTYH1
ENSG00000284277.1	MIR7162
ENSG00000277726.4	AL109811.3
ENSG00000274011.1	RF00017
ENSG00000275359.1	RF02179
ENSG00000278533.4	OSCAR
ENSG00000277909.4	SPC25
ENSG00000277715.1	AC079174.2
ENSG00000274352.4	ZNF707
ENSG00000275111.5	ZNF2
ENSG00000275002.1	AL352984.2
ENSG00000275340.1	FGD5P1
ENSG00000275183.1	LENG9
ENSG00000277770.1	AC137803.1
ENSG00000278355.4	LILRA5
ENSG00000275730.4	LILRB4
ENSG00000274336.2	CDIP1
ENSG00000273907.1	CA15P2
ENSG00000274759.1	RNA5SP527
ENSG00000276846.1	AC016590.3
ENSG00000274939.2	TBC1D3B
ENSG00000275815.1	KIR2DP1
ENSG00000274937.1	AC090826.2
ENSG00000276071.1	AC074138.1
ENSG00000278110.1	SUSD2P2
ENSG00000273797.1	AL133445.2
ENSG00000274935.5	LILRA1
ENSG00000277657.1	GU182351.7
ENSG00000278277.1	GU182355.6
ENSG00000277789.4	TMC4
ENSG00000277725.5	KIR2DL2
ENSG00000276218.5	KIR2DL3
ENSG00000275589.1	RF01905
ENSG00000274615.1	AC233968.1
ENSG00000284229.1	MIR6848
ENSG00000276533.1	AC018926.2
ENSG00000275360.1	MIR6868
ENSG00000278522.4	POTEB3
ENSG00000278311.5	GGNBP2
ENSG00000276681.4	LENG8
ENSG00000276828.1	AC012488.1
ENSG00000276688.1	AL121757.3
ENSG00000278620.3	KRTAP5-4
ENSG00000276185.1	RF02196
ENSG00000277211.1	AC092132.2
ENSG00000275717.5	KIR3DL1
ENSG00000274853.2	MRM1
ENSG00000275726.1	MIR6088
ENSG00000276255.2	AL136379.1
ENSG00000276516.1	RN7SL284P
ENSG00000277025.4	MBOAT7
ENSG00000277711.1	AL591222.3
ENSG00000278153.1	AL121782.1
ENSG00000277540.4	KIR2DL4
ENSG00000276582.1	ABCB11
ENSG00000275979.4	CNOT3
ENSG00000273600.1	AP001877.1
ENSG00000277238.2	TAS2R10
ENSG00000276101.1	AC027601.4
ENSG00000277995.1	RF00425
ENSG00000277376.1	KIR2DP1
ENSG00000274653.1	AC106782.6
ENSG00000273827.2	OR2T5
ENSG00000274565.1	AC080038.2
ENSG00000278839.4	SERF1B
ENSG00000277112.3	ANKRD20A21P
ENSG00000278450.1	BX248413.1
ENSG00000275016.5	AC015574.1
ENSG00000275498.5	PDXDC1
ENSG00000278276.1	AL110115.2
ENSG00000277741.4	GOLGA6L17P
ENSG00000274072.1	RF01684
ENSG00000275918.4	KIR3DX1
ENSG00000275023.4	MLLT6
ENSG00000273595.1	AC092106.2
ENSG00000275037.5	GU182347.1
ENSG00000276885.1	KIR2DS4
ENSG00000275078.1	AC090093.1
ENSG00000278703.1	AC100847.1
ENSG00000276896.4	GOLGA8F
ENSG00000276789.1	AC103974.2
ENSG00000275034.2	TP53TG3E
ENSG00000278674.2	ELOA3B
ENSG00000277672.1	AC011603.4
ENSG00000276620.1	AL591516.1
ENSG00000273994.1	SDR42E1P1
ENSG00000277190.1	AC010492.3
ENSG00000277412.1	BX005040.3
ENSG00000275225.1	GU182354.1
ENSG00000277968.1	RF02038
ENSG00000276684.4	RDH13
ENSG00000273554.4	AC136616.1
ENSG00000278432.1	AC245128.16
ENSG00000277135.1	AC012409.3
ENSG00000274148.5	LILRA6
ENSG00000283920.1	MIR6743
ENSG00000274089.4	PRIMA1
ENSG00000276033.4	KIR3DX1
ENSG00000277994.1	RF01906
ENSG00000277131.4	MMEL1
ENSG00000277177.4	LILRA6
ENSG00000275568.4	ARHGAP11A
ENSG00000273552.2	AL136439.1
ENSG00000278684.1	AC104465.1
ENSG00000277552.1	KIR3DL3
ENSG00000276223.1	AL118522.1
ENSG00000277484.5	KIR2DL3
ENSG00000277032.1	RF00019
ENSG00000277129.1	AC012531.5
ENSG00000275350.1	AL513479.1
ENSG00000275547.1	AC010632.3
ENSG00000275011.1	AC129492.7
ENSG00000276174.1	AC087683.2
ENSG00000277916.1	RF02271
ENSG00000276566.1	IGKV1D-13
ENSG00000283201.1	AC092329.3
ENSG00000278174.3	NSF
ENSG00000275670.1	MIR8076
ENSG00000273829.1	RF00017
ENSG00000273643.1	PPP1R26P2
ENSG00000277479.1	AL022345.3
ENSG00000276052.1	RNU1-51P
ENSG00000278021.4	PRAMEF8
ENSG00000275564.4	FCAR
ENSG00000275843.4	NLRP2
ENSG00000274707.5	GU182343.2
ENSG00000275806.1	TARM1
ENSG00000278455.1	AL606534.5
ENSG00000277480.1	HCG4P8
ENSG00000274676.1	AL133414.3
ENSG00000277383.1	AC010331.1
ENSG00000275621.3	AC139677.1
ENSG00000278627.1	AC005962.1
ENSG00000273498.4	KIR2DL4
ENSG00000278696.1	RN7SL82P
ENSG00000275931.4	GP6
ENSG00000278085.4	CT45A8
ENSG00000276175.4	LILRA3
ENSG00000277773.4	SMN2
ENSG00000275663.1	HIST1H4G
ENSG00000274917.1	RNA5-8SN5
ENSG00000276189.1	RF02197
ENSG00000274965.4	TRPM1
ENSG00000278378.4	OSCAR
ENSG00000274920.5	KIR3DL1
ENSG00000278135.1	RF00004
ENSG00000276992.1	AC096577.2
ENSG00000276919.1	RF01872
ENSG00000278383.1	AL031673.1
ENSG00000274814.1	AC138749.5
ENSG00000275791.1	TRBV10-3
ENSG00000276042.4	LILRB4
ENSG00000277691.4	GU182338.1
ENSG00000274489.1	AC124076.1
ENSG00000275650.4	TTYH1
ENSG00000284317.1	MIR7114
ENSG00000284364.1	MIR6824
ENSG00000275551.4	OSCAR
ENSG00000276476.3	AL136962.1
ENSG00000278330.1	AC018529.2
ENSG00000276971.2	TRPV6
ENSG00000282604.1	CCL4L2
ENSG00000274139.1	AC090164.2
ENSG00000276756.4	AC245595.2
ENSG00000284402.1	MIR7107
ENSG00000278683.1	AC006329.2
ENSG00000276425.1	GU182359.4
ENSG00000273777.4	CEACAM20
ENSG00000277680.1	AC139463.1
ENSG00000277187.1	RN7SL268P
ENSG00000274833.1	AC110285.5
ENSG00000277243.1	MIR3118-3
ENSG00000278761.1	DUX4L11
ENSG00000278454.1	RF02213
ENSG00000284289.1	MIR6820
ENSG00000274021.1	AC024909.1
ENSG00000278161.1	TFPT
ENSG00000274881.1	LILRP1
ENSG00000276644.5	DACH1
ENSG00000276557.1	TRBV18
ENSG00000273806.1	AL137847.3
ENSG00000278019.2	AC245690.1
ENSG00000274398.1	AC233981.2
ENSG00000276122.1	AC026336.3
ENSG00000274287.4	SCRIB
ENSG00000275361.1	AC245517.5
ENSG00000276210.2	LINC00226
ENSG00000274650.1	OR6D1P
ENSG00000277889.1	MIR8081
ENSG00000275736.4	OSCAR
ENSG00000278399.1	AC026120.1
ENSG00000276432.4	RDM1
ENSG00000277903.1	RF00004
ENSG00000277626.1	WNT3
ENSG00000274180.1	NATD1
ENSG00000278565.4	CEACAM21
ENSG00000277988.1	FAM30B
ENSG00000275442.4	LILRP2
ENSG00000273851.1	AC027088.4
ENSG00000274796.4	TSEN34
ENSG00000274053.4	AC011476.6
ENSG00000273495.1	CUBNP2
ENSG00000275885.4	PRPF31
ENSG00000274591.1	AC025031.3
ENSG00000278856.5	KIR3DL1
ENSG00000274851.1	KIR2DP1
ENSG00000276172.1	ELMO2P1
ENSG00000273845.1	RF00019
ENSG00000275513.1	KIR3DL3
ENSG00000278427.5	KIR3DL1
ENSG00000273876.1	AC019176.2
ENSG00000275819.4	LAIR2
ENSG00000277176.4	KIR3DP1
ENSG00000274926.1	KIR2DL1
ENSG00000273536.1	AC121758.3
ENSG00000275867.3	KANSL1
ENSG00000278232.4	CRHR1
ENSG00000276950.5	GSTT4
ENSG00000278322.4	MBOAT7
ENSG00000276025.2	OR5P2
ENSG00000277126.2	AC105219.5
ENSG00000278809.4	KIR3DL2
ENSG00000274729.1	DEFB105B
ENSG00000278738.5	KIR2DL1
ENSG00000275571.2	TTC34
ENSG00000278198.1	AC011043.2
ENSG00000282301.2	CYP3A7-CYP3A51P
ENSG00000275074.2	NUDT18
ENSG00000274508.1	AC007336.2
ENSG00000276417.1	AC092111.2
ENSG00000278474.4	KIR3DL2
ENSG00000276412.2	AL591926.2
ENSG00000278193.1	AC013562.2
ENSG00000276214.1	AC008833.1
ENSG00000278408.1	AC108861.1
ENSG00000276141.4	WHAMMP3
ENSG00000275355.1	RF00017
ENSG00000275082.4	NLRP2
ENSG00000274230.1	RF01964
ENSG00000278090.3	LUNAR1
ENSG00000275523.1	MIR6508
ENSG00000278593.1	AC104394.1
ENSG00000274763.1	KIR3DL3
ENSG00000275859.1	MIR6720
ENSG00000277615.4	CNOT3
ENSG00000269586.7	CT45A10
ENSG00000276193.1	RF00017
ENSG00000273913.1	RF00017
ENSG00000277742.1	KIR3DP1
ENSG00000275399.4	NLRP2
ENSG00000278682.4	NLRP2
ENSG00000276880.3	IFI27L1
ENSG00000275643.1	RBM22P6
ENSG00000278773.1	RF02220
ENSG00000278294.1	RF00002
ENSG00000275572.1	GRIFIN
ENSG00000276187.4	ERMARD
ENSG00000276539.4	PLPPR1
ENSG00000275079.3	LPCAT1
ENSG00000275161.1	RF01928
ENSG00000278288.4	LILRP2
ENSG00000274340.1	AC032011.1
ENSG00000275975.1	RF00017
ENSG00000275846.1	AL513548.3
ENSG00000278482.1	RF02185
ENSG00000274972.3	FRG2
ENSG00000274695.1	AC108704.1
ENSG00000276045.3	ORAI1
ENSG00000275644.4	OSCAR
ENSG00000275546.5	GU182349.1
ENSG00000276523.1	AC025287.3
ENSG00000276390.1	AC004241.3
ENSG00000277073.1	MIR6131
ENSG00000275133.1	RF02220
ENSG00000277389.1	KRTAP5-6
ENSG00000273991.4	LILRB5
ENSG00000273558.1	AL512310.11
ENSG00000275880.1	AL139385.1
ENSG00000277836.1	AC141272.1
ENSG00000278847.1	AC006157.1
ENSG00000275019.5	LILRB3
ENSG00000276556.1	AF254982.1
ENSG00000277315.1	AL021879.1
ENSG00000276021.4	WDR81
ENSG00000273701.1	RF02159
ENSG00000275362.1	RF00017
ENSG00000274295.1	AC131902.2
ENSG00000274265.5	AC245297.3
ENSG00000278119.1	GOLGA8J
ENSG00000273773.1	AC244107.2
ENSG00000275246.2	TLCD2
ENSG00000277132.2	UGT2B15
ENSG00000275239.4	FAM242F
ENSG00000275334.1	MIR5787
ENSG00000276597.1	TRBV11-3
ENSG00000274323.1	RF00026
ENSG00000275637.4	NCR1
ENSG00000278605.4	TSEN34
ENSG00000277053.4	GTF2IP1
ENSG00000273533.3	FAM181A
ENSG00000275176.4	ACACA
ENSG00000276120.1	RF00017
ENSG00000277505.1	AC116165.1
ENSG00000274150.1	FADS2P1
ENSG00000276668.1	AC104237.3
ENSG00000276383.1	RF02220
ENSG00000276099.1	LILRP1
ENSG00000277398.5	LILRA1
ENSG00000276590.5	KIR2DL3
ENSG00000273819.1	ENPP7P7
ENSG00000278742.3	LRRC37A
ENSG00000283969.1	MIR6838
ENSG00000276132.1	RF00201
ENSG00000273497.1	AL359198.2
ENSG00000274127.1	RF02271
ENSG00000273559.5	CWC25
ENSG00000278495.4	KIR2DL1
ENSG00000273508.1	OR2T1
ENSG00000275343.1	AC010999.1
ENSG00000277181.4	KIR3DL2
ENSG00000277862.1	PRAMEF34P
ENSG00000277221.2	LRRC37A2
ENSG00000277319.1	AL161616.1
ENSG00000275838.5	KIR3DL2
ENSG00000274714.1	KIR2DS4
ENSG00000273702.1	AC091271.1
ENSG00000276397.2	LINC01879
ENSG00000278213.1	CNTNAP3P5
ENSG00000274208.1	RF00003
ENSG00000275029.1	HMGB1P24
ENSG00000276098.1	AC027345.1
ENSG00000274704.1	RF00017
ENSG00000278785.1	RF00017
ENSG00000275066.5	SYNRG
ENSG00000278843.4	MMP28
ENSG00000277527.2	LINC01796
ENSG00000275628.2	AL590491.1
ENSG00000274567.1	RPS27P14
ENSG00000278713.1	AC120114.2
ENSG00000277592.1	RF00017
ENSG00000273542.1	HIST1H4K
ENSG00000278138.2	CLUHP11
ENSG00000278279.4	LILRB4
ENSG00000276022.1	TFPT
ENSG00000284012.1	MIR6840
ENSG00000275290.4	LILRA2
ENSG00000274166.2	GOLGA6L10
ENSG00000276121.1	AC122108.2
ENSG00000276366.1	RF00012
ENSG00000276231.4	PIK3R6
ENSG00000277720.1	AL031777.2
ENSG00000273980.1	AL592071.1
ENSG00000276825.2	DRD4
ENSG00000275576.1	AL049539.1
ENSG00000276387.4	KIR2DS1
ENSG00000274803.4	BDP1
ENSG00000276352.2	MIR668
ENSG00000274588.2	DGKK
ENSG00000275971.1	RF01967
ENSG00000277576.1	AC110741.3
ENSG00000274620.1	MIR378J
ENSG00000278327.5	KIR2DL3
ENSG00000275167.1	MIR6815
ENSG00000276327.1	KIR2DS1
ENSG00000277249.1	MIR6784
ENSG00000276286.4	ADAM2
ENSG00000281887.3	GIMAP1-GIMAP5
ENSG00000278634.4	LILRA2
ENSG00000278818.1	RF00017
ENSG00000278540.5	ACACA
ENSG00000277218.1	AL139123.1
ENSG00000276148.1	AC084824.5
ENSG00000276728.1	AC142472.1
ENSG00000284008.1	MIR6511B1
ENSG00000278758.4	KIR3DL2
ENSG00000273984.4	MUC4
ENSG00000278214.1	LINC02139
ENSG00000278017.1	AC064801.1
ENSG00000278424.1	AC073114.2
ENSG00000277600.4	CNOT3
ENSG00000274846.2	AC171558.2
ENSG00000275174.1	RF00026
ENSG00000278113.1	RF02271
ENSG00000275543.4	MPV17L
ENSG00000273741.1	AL078601.3
ENSG00000278519.4	MBOAT7
ENSG00000276878.1	MIR6074
ENSG00000277007.1	AC096642.1
ENSG00000274404.3	GOLGA6L22
ENSG00000277796.2	CCL3L3
ENSG00000277616.1	KIR2DL1
ENSG00000276576.1	MRPL30P1
ENSG00000278143.1	NF1P7
ENSG00000274459.1	RF00017
ENSG00000284258.1	MIR8085
ENSG00000273874.1	MIR6859-2
ENSG00000274849.1	AC023043.4
ENSG00000277948.1	RF02271
